행정동코드,행정동명,행정동총면적_m2,주거용지면적_m2,상업업무용지면적_m2,공공시설용지면적_m2,주거용지비율,상업업무용지비율,공공시설용지비율
11050620,구의3동,1026770.2186114228,15931366.072994586,9809017.387756577,2086318.0308706788,15.515999377679409,9.553274150298238,2.031923007751589
11050630,광장동,2391913.4431120986,14941349.846744781,9446037.214605695,7844261.672993686,6.246609754951967,3.9491551175512165,3.2794922807857056
11050640,자양1동,568431.369456211,25894999.648672532,5284076.688086453,1680088.1356017517,45.55519107512477,9.29589211999587,2.9556569638459704
11050650,자양2동,1656250.4546226012,22130939.050982084,7923483.15085428,5853824.330861448,13.36207274039657,4.7839885137781,3.534383531502378
11050660,자양3동,1195503.3965950874,12354301.329231478,6491978.675051811,3073367.6167083015,10.333974260899431,5.43033059842541,2.5707728020359943
11050670,자양4동,1179121.316773601,22952792.66548328,12974283.748408437,1906556.9793128544,19.46601451349248,11.003349327878857,1.6169302956287115
11060710,회기동,766332.5189408528,12636821.201985538,8206439.285844232,4939849.688014156,16.489997344039207,10.708718582354225,6.446091697689557
11060720,휘경1동,521397.6276853318,13585640.780712409,6857908.75349954,887405.597585097,26.056199835476555,13.152934323741016,1.7019747510639889
11060730,휘경2동,1112757.5054327354,20572039.88299429,6855633.318952576,4745025.263571918,18.4874420370628,6.160940982632616,4.2642042317446744
11060800,청량리동,1203482.1013895755,20547285.904169414,11246570.869473057,8003426.530809195,17.073196086958767,9.34502545279854,6.650224811460183
11060810,용신동,1617172.3870440316,31788666.2650415,38226337.06156935,4184907.4880319037,19.656943514319337,23.637762657722487,2.58779306495663
11060820,제기동,1180807.747504301,28087352.05058616,32696424.512815315,3288182.786110976,23.786558065824224,27.689879730143137,2.7846893730674807
11060830,전농1동,1125837.1944873373,29664220.54008235,21262198.688511085,2856715.2878972185,26.348588130977756,18.88567795825316,2.537414203301443
11060840,전농2동,976821.1385074372,11829457.93133031,4251392.533933101,9973114.866112398,12.110157596922484,4.352273273313006,10.209765609035768
11060860,답십리2동,875076.2664751676,14634598.61993172,13560564.941602983,1514980.4521913442,16.723797891217306,15.496437809044153,1.7312553319423565
11060870,장안1동,1341140.8014898573,22106914.187008604,28323041.408637587,3173761.508840553,16.483663879624196,21.118618848351986,2.3664640620245536
11060880,장안2동,995877.0812284732,20079722.55311144,20046397.704651468,3241447.5290556406,20.16285235557577,20.12938954265626,3.254867081645381
11060890,이문1동,1038808.7971404,42385891.44197986,8824563.25769526,5982946.585128419,40.80239940079291,8.494886914692326,5.759430033320939
11060900,이문2동,723336.1432560202,13659120.879060816,9295630.431054983,1380494.155814274,18.883503895679464,12.851052056118334,1.9085098521416715
11060910,답십리1동,787641.347694006,17241543.649328753,10077588.540789284,2723389.825727135,21.890094647528574,12.794641330465508,3.4576521835737295
11070520,면목2동,762536.3752363183,23480396.029436655,11640006.675746419,2131109.1506233383,30.792493042918544,15.264854312214357,2.794763921869149
11070540,면목4동,842818.455418721,15821392.141161237,5662995.598359191,2627518.3778155623,18.772004859932743,6.719116746851202,3.117537781621291
11070550,면목5동,704395.2091784383,10475069.406824645,6307277.1086727325,1316999.5774299318,14.871011713782236,8.95417377416456,1.8696884366462347
11070570,면목7동,1234524.0150640404,19523319.775896367,7856531.43764023,1610721.231841938,15.81445118739436,6.364016691269206,1.3047305780911702
11070590,상봉1동,853561.8367980008,15406994.700966567,5877248.051819305,3488257.654075933,18.05023846750625,6.885556263699477,4.086707610032763
11070600,상봉2동,676924.9459255502,17169698.22941256,15076280.286291558,891133.5471413634,25.364256898431577,22.271716202862,1.3164436508140924
11070610,중화1동,641000.9120395957,18269137.38802772,4195375.820652848,3332939.043409381,28.500953812838265,6.5450387696073875,5.1995854932629175
11070620,중화2동,1016175.9160013152,32299891.31294811,12076154.964156535,2340477.81444152,31.7857280460348,11.8839216458471,2.3032211033414125
11070640,묵1동,1237485.180428794,26805823.376663577,5971698.820363814,4160028.005382869,21.66153082122183,4.8256729977926645,3.3616790497171056
11070650,묵2동,668690.7559510663,18391871.13709908,6555480.027678375,2327966.297477878,27.50429996739026,9.803455437864756,3.481379511769765
11070680,망우3동,961818.5318018144,21255362.18784727,5775140.794151386,2300046.6438819366,22.099139790983983,6.004397506598855,2.391351973197235
11070690,신내1동,2604936.6339994743,18180611.405196317,9330172.712637695,4258517.113435257,6.979291230314044,3.5817273214483794,1.6347872181815677
11070700,신내2동,910579.9236387472,5740712.859805123,2677211.6181424647,3182034.1005013804,6.304457973183501,2.940117115084332,3.4945137904926877
11070710,면목본동,848365.78313685,39469574.42520662,13586840.146069491,2861690.7100055977,46.5242413234384,16.01530898126498,3.373180256545045
11070720,면목3·8동,1613531.430220525,26377767.421195656,10996038.396348018,3718768.8185030804,16.347848530964498,6.814889496664571,2.3047390021989393
11070730,망우본동,2945831.542387538,28111537.149410732,21502013.027807374,6403361.986081223,9.542818978245744,7.299131915187662,2.1737027029357643
11080580,돈암1동,488925.34809077566,7057284.184078682,1119479.086313814,1629965.691602267,14.43427756739747,2.2896728318245576,3.333772114633013
11080590,돈암2동,518117.1719194885,9031111.285485443,834377.5517180875,1793799.35777957,17.430634950830793,1.610403200162112,3.4621499826651427
