dong_code,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count
11120730,1975,13444,8025,5664,2203
11120740,4875,26083,12846,8363,3172
11130520,2274,9566,4746,3110,1068
11130620,3208,14494,7000,4828,1478
11130640,2105,10072,5513,4003,1415
11130650,1524,7519,4140,1994,760
11130660,2754,12700,6722,2738,1227
11130680,3667,16974,7883,6424,1941
11130690,3809,9586,3299,2825,926
11130700,4682,17371,7028,5530,1785
11130710,3067,9973,4528,3269,877
11130720,3322,17908,9444,4951,2042
11130730,2308,12313,5061,23250,2540
11130740,2248,9743,3450,2760,1017
11130750,1345,15940,2955,36521,4969
11130760,3333,22326,8331,12974,3139
11140590,4036,12837,4373,18811,3282
11140600,1412,10124,2875,9443,1910
11140610,2971,10779,3091,5196,1025
11140630,3232,13945,4915,6817,2068
11140660,1637,17804,4620,65165,12668
11140680,1359,11255,3724,14003,3760
11140690,1832,12535,4792,6576,2715
11140700,2215,11184,4523,4873,1851
11140710,1136,9860,3231,9158,3042
11140720,1967,12229,4370,13021,2510
11140730,4754,24915,9029,12736,3261
11140740,5608,17893,6160,48844,3648
11140750,2723,12367,5550,20594,2893
11140760,3263,16280,5029,10953,2581
11140770,4001,23384,9096,20775,3352
11140780,4957,18284,5541,14420,2322
11150510,7465,17363,5445,22047,3688
11150520,3551,18391,6930,5053,1886
11150530,2381,13250,5593,4993,1798
11150540,3984,15199,5275,4587,1895
11150570,1841,10919,6672,4824,1865
11150580,2991,11662,6120,4424,1286
11150590,1565,8011,4710,5029,1183
11150600,2650,9602,5192,3339,1225
11150610,1823,8154,4010,3740,1112
11150620,2650,8066,3156,2854,994
11150630,1856,10315,6493,5395,1338
11150640,4413,11056,4248,5868,1503
11150650,3950,10557,4267,4036,1456
11150660,8456,28788,12317,8930,2582
11150690,5301,13802,4858,6671,995
11150700,4860,15501,7912,7130,1448
11150710,10213,22727,7765,10499,2284
11150720,3163,19589,9000,16820,4149
11160510,7798,26080,7481,16080,2956
11160520,2378,17903,4653,19441,2881
11160530,2376,11804,5170,3858,1108
11160540,3052,15918,10437,22632,3186
11160550,3602,21542,7809,4602,1851
11160570,2092,10475,4486,2582,1132
11160580,2563,12315,6230,4628,1554
11160590,2041,11751,5929,4053,1752
11160610,2819,16721,6411,13049,2190
11160630,2350,14516,6624,3613,1581
11160640,3023,25252,5598,77654,9365
11160650,815,6515,6128,3368,766
11160660,1026,7837,5253,7209,1006
11160670,7198,20542,7913,35989,6432
11160690,5075,17823,6563,34783,2480
11160700,7404,23936,10659,12672,3289
11160710,2252,13265,7181,11494,2292
11160720,2420,11828,7744,4612,1042
11160730,4174,33650,12950,10246,3869
11160740,8548,25758,9402,7141,2370
11170510,6565,21914,7519,17291,3437
11170520,3467,12505,4538,2888,1023
11170540,2277,15891,5126,90351,9883
11170550,1481,10727,6445,6628,2347
11170560,2923,18850,7348,24272,4204
11170610,3506,16085,6793,10524,2934
11170620,3307,14473,8023,4489,1990
11170640,3680,16319,9731,3818,1495
11170650,2153,10904,6520,8404,1216
11170670,2052,14667,5937,5032,1707
11170690,2939,12713,7068,5938,1494
11170700,401,5517,2848,3895,1056
11170710,1786,12515,8138,29446,8862
11170720,4130,19034,9967,5687,2226
11170730,6046,20649,10593,7863,2059
11170740,3939,9531,2865,3866,1123
11180510,1187,19105,4403,183549,25031
11180520,5298,31385,9654,24359,5105
11180530,1697,10437,5682,3556,1343
11180540,1840,14330,7423,6229,2320
11180550,1273,8539,4719,2856,1220
11180570,3415,19055,9650,15999,3850
11180580,3157,10996,6417,2379,823
11180590,1026,5590,3615,8821,3463
11180600,2039,10711,6646,1940,905
11180610,1879,9838,6475,3650,1259
11190540,5270,19159,8921,185171,17285
11190550,1867,14205,4944,27681,5679
11190560,4696,24849,7142,28858,4050
11190610,2154,12583,3409,24405,2903
11190620,2860,15521,4152,22988,3153
11190630,1594,12561,5167,4321,1342
11190650,2044,9244,4710,2808,1155
11190660,1571,7011,3604,1371,545
11190670,1380,5513,3051,1939,611
11190680,2026,10840,4856,4565,1465
11190690,3668,12049,4085,3141,850
11190700,1441,7767,4523,5072,1257
11190710,831,7002,3923,4649,1920
11190720,2129,12431,6999,8768,2685
11190730,2251,12350,6191,4961,1571
11190740,1911,23525,5121,45833,14591
11190750,1606,11125,4848,3140,1422
11190760,5831,19534,6749,50398,7117
11200520,556,6460,3170,6801,1843
11200530,5209,28371,10614,9253,2518
11200540,4169,16985,6339,5159,1649
11200550,2285,14928,6717,3441,1368
11200560,2929,16992,7767,3282,1362
11200630,1391,15547,5581,10847,2455
11200650,3300,13717,6678,4734,1304
11200660,1228,8616,3980,1880,871
11200670,1743,8829,3577,1930,797
11200680,5174,22343,8121,12000,2222
11200690,3512,13914,5871,4189,1347
11200700,3211,13934,4878,17213,1749
11200710,4509,18182,7270,10586,1696
11200720,3389,20147,8486,7175,2169
11200730,3460,16558,8132,6229,2118
11210520,2229,15014,6585,7212,1827
11210540,2129,8570,4025,1493,695
11210570,2080,20486,6299,6632,1960
11210580,1294,13159,2825,8617,1832
11210610,859,10978,3344,5124,1576
11210620,2134,17464,5856,4469,1449
11210630,1420,11976,4291,6669,1453
11210640,1249,16816,4859,8251,1794
11210650,1079,11945,4544,2624,1110
11210660,1538,16476,5335,2893,1233
11210680,1440,15640,5205,4368,1787
11210690,685,19377,2778,5851,2181
11210710,2213,8387,4130,1917,617
11210720,1502,13678,4463,6434,2053
11210730,1463,18122,4696,16255,2076
11210780,4078,19660,8657,7517,2181
11210790,4165,16281,7821,2976,1180
11210800,2502,26674,6607,12886,2594
11210810,2434,14759,8141,2790,1181
11210820,1728,10478,7776,2516,1014
11210830,3338,17390,8830,5347,1848
11220510,2982,12668,4515,38516,5279
11220520,4295,15981,4404,76349,8269
11220530,4237,20577,7202,93255,11147
11220540,6586,17588,6110,29297,4180
11220550,5122,16422,5268,17138,3235
11220560,44,137,49,949,229
11220570,6966,20891,5951,11439,2510
11220580,5942,12842,4521,2617,569
11220590,5158,13886,4728,7367,1410
11220600,3522,10729,4222,28826,4063
11220610,3931,11863,4620,9270,2240
11220620,2232,10050,4230,23145,2676
11220630,2442,10560,5047,16664,2634
11220640,2689,8847,4346,12585,1906
11220650,3885,13756,5141,13760,3228
11220660,7160,24082,10746,49549,5382
11220670,2440,14082,4774,51197,7134
11220680,2991,9352,4853,10233,1325
11230510,2347,8997,4098,27934,5847
11230520,1369,15495,4176,49670,8020
11230530,2080,13911,4416,68183,8291
11230580,1776,7241,3133,71426,7462
11230590,5524,19649,5420,48075,5954
11230600,6873,13070,3946,7798,1377
11230630,2807,12811,3020,32608,5484
11230640,2143,26570,5418,171515,19243
11230650,7985,23169,5244,42557,5600
11230660,3805,12242,4519,19183,2286
11230670,7205,18218,7226,21716,2793
11230680,2228,6320,3338,1116,254
11230710,3689,14201,5313,10653,2827
11230720,5025,12730,5050,10089,707
11230730,1575,8215,4768,5804,1234
11230740,2624,9388,4820,9337,749
11230750,1013,6456,6558,17682,1812
11230760,8709,26701,10121,9536,2437
11230770,4479,14073,7028,38685,5746
11230780,3864,15262,5503,43007,6336
11230790,8923,21347,7965,58795,5599
11230800,8770,25034,7880,4240,1294
11240510,1231,6493,4064,2105,724
11240520,3440,14382,5886,16221,1621
11240530,1339,7002,3686,3457,1081
11240540,3522,13578,6461,4829,1257
11240550,2021,9699,6262,2867,1167
11240560,1633,9590,6361,4307,1411
11240570,2338,9168,3618,7796,1771
11240580,2027,18675,5538,22550,4894
11240590,3619,9576,4601,5009,780
11240600,5217,21655,10541,18895,3230
11240610,2097,15935,5334,13205,2926
11240620,2983,10881,4684,3904,1186
11240630,2813,20809,7144,14722,3546
11240640,2820,19893,6362,10704,2555
11240650,2967,15709,6511,27038,4737
11240660,5719,15857,5892,12851,3808
11240670,5255,18817,7139,11767,3166
11240680,2439,11969,5113,7514,1783
11240690,2902,19918,5969,97117,11426
11240710,2449,19326,5975,22363,4282
11240750,4931,11834,4444,1645,582
11240770,2947,9127,4432,63129,3034
11240780,1435,4931,3053,1213,339
11240790,9111,20260,5533,3929,1188
11240800,6580,18570,8662,8305,1842
11240810,4332,16948,7221,10313,1654
11240820,12600,26303,6008,6902,1648
11250530,4367,14515,6396,7309,2558
11250540,3313,9526,4197,5589,1474
11250550,6081,13144,4760,2811,999
11250560,4758,13124,4891,5860,1320
11250580,2127,8986,3761,3514,1052
11250590,3442,9535,4195,2782,1210
11250610,2646,15157,8168,5465,2066
11250630,2198,16672,7184,9135,2299
11250650,2900,11664,4827,19343,2788
11250660,1878,14862,6765,6560,2361
11250670,2471,13741,6225,9030,2951
11250700,5,34,13,205,22
11250710,3369,14256,6672,9432,1830
11250720,4032,20083,9614,6285,2332
11250730,3076,20476,9234,14701,4229
11250740,4622,27129,12924,19527,5177
11250750,6789,18514,8796,4894,1330
11250760,9335,22059,7923,7003,1638
11250770,2344,6733,2659,17923,468
23010520,422,2674,2337,12289,2357
23010530,510,2401,1750,10357,1858
23010540,1901,7967,4242,14790,2369
23010560,289,1730,1650,952,338
23010570,198,1448,1305,856,218
23010580,375,2634,2373,3822,1395
23010630,148,1511,1958,2774,982
23010640,5014,26575,5031,54243,3786
23010650,3301,14328,5295,4991,1949
23010660,13868,32264,6528,7659,3298
23010670,546,3564,2821,4042,865
23020510,806,3345,2277,3267,653
23020520,570,2660,2347,1215,436
23020530,672,3357,3039,3832,331
23020550,1374,5364,3134,1690,785
23020570,200,1391,1302,7186,1663
23020580,916,4083,1494,794,190
23020590,84,584,759,1661,305
23020600,755,3035,1830,1711,382
23020610,1018,3703,1333,7589,3300
23020630,909,2950,1917,4314,874
23020640,179,999,1096,1583,425
23040510,2574,10126,5146,6831,2451
23040520,2010,10180,5675,3789,1194
23040530,1783,10670,4929,4128,1800
23040540,2511,11930,5428,10438,2023
23040550,1720,8391,5049,2718,476
23040560,2379,13209,7561,7416,2048
23040570,4486,14498,5339,4682,1436
23040580,2728,10462,4201,4624,1222
23040590,3767,10229,3924,4628,905
23040600,3093,11102,5042,3571,1262
23040640,7937,23486,6420,37096,4312
23040650,12085,30874,5599,36076,5890
23040660,10730,21702,4244,13970,3932
23040680,8915,20589,3509,11017,2640
23040690,11724,29426,5034,3943,1601
23050510,5327,18571,7313,16141,3742
23050520,7343,20479,7829,4678,1334
23050530,2800,20484,5605,37329,6312
23050540,1154,7693,4659,5322,1860
23050550,1822,9907,5167,6065,1831
23050560,3142,11821,5835,4747,1554
23050570,2946,15152,7793,8331,2644
23050580,3551,16823,7845,7474,2245
23050590,1468,8800,5678,7327,1404
23050600,3474,13121,6383,3450,1508
23050610,2439,9472,4665,2011,907
23050620,2550,10836,5897,1701,655
23050630,1311,8009,5261,4056,1539
23050640,2829,12652,7214,8863,2032
23050670,2507,11372,6191,19596,3241
23050720,5529,18305,6988,7435,2762
23050730,4638,18931,7844,22643,4264
23050740,8876,24104,7008,66665,9579
23050750,3203,10336,5439,5349,1468
23050760,8820,21759,7445,7149,2060
23060510,4134,21882,9025,15012,4446
23060520,1724,8603,4318,1868,767
23060530,1788,8670,4521,3537,1184
23060540,3990,21971,8555,20261,4458
23060550,4843,21592,7091,12255,3770
23060560,1755,8765,4192,5430,1221
23060570,2276,8938,3577,2216,606
23060580,5401,16917,7286,4413,1469
23060590,2540,10829,7217,2573,1062
23060600,2422,9573,4650,2354,948
23060610,2993,10829,3333,6127,1567
23060620,4869,19889,8695,33854,4465
23060630,1660,9333,4397,9002,2414
23060640,2071,9722,5843,2813,1185
23060650,4960,19194,8522,5536,2041
23060660,1648,8627,5573,3771,1321
23060670,2775,11326,5010,3402,1250
23060680,3884,17465,7265,4417,1682
23060690,1647,6458,3634,6281,1313
23060700,3340,15366,5840,6628,1539
23060710,2059,11968,7201,5855,2275
23060720,5434,16572,5691,10976,2530
23070510,3565,15463,7595,4903,1557
23070520,3633,15680,8014,7523,1966
23070530,1565,10530,5829,8566,2692
23070540,1210,8551,4947,5361,1334
23070550,1851,11158,4984,8130,998
23070560,3572,15663,6873,4671,1611
23070570,1876,10599,5836,7843,2094
23070580,5258,20863,7098,17010,3092
23070610,3515,19351,9306,6386,2350
23070620,3465,14066,4972,17698,4207
23070630,2475,11169,5726,4482,1351
23070640,4633,14095,5280,4523,1606
23080510,9826,35429,8859,20557,4855
23080530,4365,23056,10387,19078,3946
23080540,8565,25205,7456,8056,2774
23080550,3140,11099,2671,944,372
23080560,894,5363,2565,777,304
23080580,2169,11980,6544,5201,2015
23080590,1238,6677,4154,14365,3433
23080600,1321,7336,3985,1596,644
23080620,1310,7608,3649,25358,4349
23080630,2603,10617,5325,2778,1055
23080640,1534,8690,5353,13756,2194
23080650,1547,6833,3473,6817,1212
23080730,4814,17224,7700,19682,3809
23080740,7372,19431,3505,13310,3836
23080780,11924,29224,6390,8636,3277
23080790,9088,22384,3916,9978,2255
23080800,5288,20169,6976,8992,2886
23080810,4077,13987,5149,4268,1578
23080840,4291,14342,5632,33111,5699
23080850,5283,18037,5361,5570,1499
23080860,4307,13213,4140,4629,1545
23080870,4683,14214,3859,4904,1744
23080880,18118,41419,6015,6574,2295
23090520,1746,7804,4250,6864,1747
23090540,1977,8363,4695,2025,870
23090560,2971,11472,5061,3339,1311
23090570,523,3744,2886,2080,852
23090590,7909,27283,10706,8584,3075
23090600,4908,16793,7694,8761,2116
23090610,2271,9835,5714,7511,1642
23090620,2699,12361,6051,4951,1640
23090650,1855,13944,4057,11401,2970
23090660,2795,12547,6527,3324,1288
23090670,1650,7124,3457,2391,625
23090680,2291,9879,5532,5832,1525
23090690,2062,11800,5957,10355,2186
23090700,3150,12261,5619,8499,2192
23090710,1135,6024,4449,2939,1275
23090720,2432,10917,6123,4815,1315
23090730,1867,7785,4670,5471,1443
23090740,1740,9054,3274,3239,1008
23090750,2130,9689,3914,7742,3196
23090760,1380,10307,5566,7329,1681
23090770,5204,18277,7835,17181,3298
23310110,3342,10644,8313,10028,2922
23310310,1070,3586,3275,2441,824
23310320,371,1768,2928,2398,545
23310330,656,2937,3639,3052,1248
23310340,320,1614,2618,1699,826
23310350,320,1453,2442,1064,389
23310360,184,995,1850,956,407
23310370,237,1310,2462,915,342
23310380,141,583,1189,426,171
23310390,267,1141,1844,697,267
23310400,141,869,1745,697,292
23310410,111,677,1312,840,406
23310420,24,112,242,118,47
23320310,71,412,679,625,276
23320320,177,1279,629,475,176
23320330,516,2706,1653,1396,517
23320340,85,589,527,407,141
23320350,134,659,1147,553,191
23320360,30,358,590,387,211
23320370,631,3087,2858,3805,1101
31011540,3303,14757,6798,12695,2275
31011550,5788,27153,7451,11720,2832
31011560,4825,16609,6127,4087,1372
31011570,6874,23020,7831,9611,2525
31011580,1615,10376,6633,8050,2651
31011590,2389,11137,4980,8761,2562
31011600,3776,16862,7944,5877,1913
31011610,1662,9933,5654,6925,1389
31011620,8369,25119,6153,10069,2454
31011630,2781,10230,4700,3613,894
31012520,1238,5973,2475,1990,642
31012530,2285,14187,6424,5728,1998
31012540,1902,10549,5351,5303,1987
31012550,6131,24853,9978,40776,5560
31012560,4594,23322,9698,12768,3656
31012570,2708,14048,6394,6290,1978
31012600,2290,16749,5138,14568,3339
31012610,4967,24871,5211,9459,3028
31012620,3441,12470,3737,2641,1102
31012640,9276,28768,8461,7667,2292
31012650,8585,26795,8647,9852,3107
31012660,10417,26791,7443,8028,2921
31013530,800,5217,3824,5181,1014
31013540,1662,11456,5620,5754,1746
31013550,2400,10986,3416,4981,1168
31013560,5719,31613,8276,47946,9130
31013670,4121,13911,3422,3702,1292
31013680,777,6129,2972,11681,3091
31013690,2968,12266,4669,2968,1260
31013700,2943,12087,6184,4875,1915
31013710,3861,15143,5338,5476,1367
31013720,565,5274,3594,8073,3009
31014510,1829,7355,2520,1827,771
31014520,1905,8553,3472,4052,1136
31014530,5950,23103,5459,45811,2546
31014540,2622,13116,4555,2401,1113
31014600,9262,29818,6367,24527,4348
31014620,11212,35845,6015,32061,5300
31014630,5848,17790,5074,13110,3411
31014640,6636,21431,5128,3750,1331
31014650,3767,19084,2542,16848,3206
31014660,5712,21478,4434,16347,4225
31014670,7042,20244,4398,3837,1370
31014680,9202,21052,3208,4411,1376
31021510,958,7502,4205,4156,1366
31021520,4822,17673,6400,3537,1233
31021530,846,6536,3445,4380,1487
31021540,1017,8722,4637,4917,1654
31021550,1405,8674,4351,4028,1088
31021560,1168,7212,4062,2617,1165
31021570,1319,7075,3514,2193,731
31021580,764,6513,4287,2831,1400
31021590,1449,8456,5110,5155,1390
31021600,1897,8442,4235,3604,1008
31021610,599,2653,1471,971,301
31021620,1139,5374,2818,1976,588
31021640,879,2864,832,1239,300
31021650,2111,7466,2299,5291,1340
31021660,263,2228,906,16814,1438
31021670,936,7589,1832,9923,1484
31021680,9186,26773,9028,17883,4511
31022510,2856,20378,9196,14022,4578
31022530,3348,12311,3908,2528,893
31022540,2811,14776,7104,5112,2030
31022550,1274,5893,2509,707,331
31022560,2383,12916,6876,2649,1284
31022570,2737,14443,7156,46392,6318
31022580,316,1819,1034,4436,852
31022590,1071,6654,4033,1828,1010
31022600,2587,11299,5707,5958,1802
31022610,4956,15474,6098,9026,2051
31022620,2573,10037,4315,1729,932
31023510,4293,14913,5682,3475,893
31023520,3118,8204,2114,2333,734
31023530,3311,11123,3404,23859,3498
31023540,2982,5750,1623,1889,695
31023550,1907,8973,3734,1381,537
31023560,3295,10260,3342,7681,670
31023580,6061,19059,5901,37303,5423
31023590,3268,10708,3783,3221,1190
31023600,4818,14769,5258,5363,1299
31023610,2549,7368,3229,2299,740
31023620,2286,10132,4390,25254,3727
31023630,3487,16195,7156,13664,2619
31023640,2697,8709,4468,8635,891
31023670,4070,16732,7871,23169,2632
31023680,7517,20947,6092,8594,2206
31023710,3797,16026,7260,14262,2668
31023720,2480,10294,3721,10208,2271
31023740,5053,14477,4409,96004,4677
31023750,6499,15721,4292,6261,1474
31023760,5002,16272,5574,26195,2420
31023770,5048,19526,5674,34858,4184
31023780,2171,8988,3125,4832,1646
31030520,3171,18630,7773,20008,4664
31030550,4352,19051,11080,7528,2065
31030560,2920,10239,5848,3460,932
31030570,5135,22868,11416,5211,1932
31030580,7161,26244,11996,10920,3679
31030590,10706,35009,11578,15262,3703
31030600,3601,14913,7288,13391,2350
31030640,2884,11393,5875,5173,1411
31030650,4742,18372,9906,6004,1995
31030670,2610,11038,5720,5153,1406
31030680,2956,13883,7421,6449,2125
31030690,3973,25474,9519,19314,6524
31030700,5804,19339,6869,5786,1941
31030710,10624,27092,7740,12952,3703
31041510,1636,7319,2928,7022,2230
31041520,2717,13779,6487,6827,2038
31041530,1716,8886,5085,4954,1346
31041540,603,3855,2280,5280,1708
31041550,1049,5563,3400,4870,978
31041560,3396,16803,6358,10395,2729
31041570,2741,9157,3108,20688,3650
31041580,757,4764,2818,4543,872
31041590,1812,8987,5725,2086,794
31041600,2498,10695,5671,6013,1279
31041610,3888,17515,8694,9633,2044
31041620,1755,7161,3619,1674,678
31041630,1401,7980,4799,3309,1397
31041640,3885,12457,4917,5879,1206
31042510,5081,17303,6416,3276,995
31042520,2537,8663,3347,2489,700
31042530,1279,6515,3644,5538,1284
31042540,3146,9469,3902,5364,1354
31042550,1023,6440,2489,5628,1062
31042560,3800,19767,10249,10085,3095
31042570,2295,11479,4601,57742,8060
31042580,3842,17213,4792,16927,3615
31042590,2562,8541,2944,11654,1833
31042600,5568,13808,3569,4418,831
31042610,4485,9244,2499,5106,1600
31042620,4812,13347,3091,22980,5301
31042630,2590,11432,4825,9983,2051
31042640,3626,13958,5576,5220,1499
31042650,3110,9254,2962,12289,2649
31042660,2241,7276,2869,3139,988
31042670,2032,5830,2653,1846,679
31050870,5750,36110,17333,24149,7173
31050880,10676,49845,24479,60159,13002
31050890,5622,23311,10989,20977,4502
31050900,18824,78534,30332,53817,12687
31050910,15384,50940,16167,31197,8652
31050920,9196,44098,23073,19428,6492
31050930,6834,30212,16684,11862,3844
31050940,19019,58049,22895,20049,7127
31050950,9012,45499,23047,14144,5163
31050960,9564,46762,21728,52553,12390
31060510,4,32,14,56,30
31060520,242,1542,1137,777,291
31060530,850,5155,3723,3680,1448
31060540,790,4044,2858,2231,843
31060550,1632,6684,3687,1942,667
31060560,2496,7840,3408,4771,1265
31060570,3456,12990,5603,3750,1177
31060580,1932,6426,2174,2139,457
31060590,452,3097,1828,1820,556
31060600,7584,21509,7679,14209,2295
31060610,1612,5960,1817,743,386
31060620,4855,14586,5877,7667,1702
31060630,1557,8149,3496,2065,669
31060640,2637,11039,5413,4943,1533
31060650,1889,7530,2416,1250,456
31060660,6261,17372,6578,23983,3052
31060680,126,851,927,6326,1744
31060690,3959,15055,7623,4432,1414
