dong_code,dong_name,station_count_준고속철도,station_count_2023_준고속철도,행정동전체면적_m2_x,상업업무지역비율_pct_x,공공시설지역비율_pct_x,주거지역비율_pct_x,행정동전체면적_m2_y,상업업무지역비율_pct_y,공공시설지역비율_pct_y,주거지역비율_pct_y,station_count_고속철도,station_count_2023_고속철도,pop_0_19_x,pop_20_59_x,pop_60_plus_x,worker_count_x,business_count_x,아파트비율_퍼센트_x,아파트비율_퍼센트_y,station_count_2023_일반철도,station_count_지하철,station_count_2023_지하철,pop_0_19_y,pop_20_59_y,pop_60_plus_y,worker_count_y,business_count_y,station_count_일반철도
11170510,신도림동,0,0,1392811.2053147987,3.8312382749977134,2.0147236480816573,28.24196653648523,1392811.2053147987,3.8312382749977134,2.0147236480816573,28.24196653648523,0,0,6565,21914,7519,17291,3437,95.21,95.21,0,4,4,6565,21914,7519,17291,3437,0
11170520,구로1동,0,0,1008908.9779790372,0.0,0.0,28.616781626431383,1008908.9779790372,0.0,0.0,28.616781626431383,0,0,3467,12505,4538,2888,1023,98.44,98.44,0,2,2,3467,12505,4538,2888,1023,0
11170540,구로3동,0,0,1040133.0563558808,5.693899337022718,3.184185080708377,30.00483690810894,1040133.0563558808,5.693899337022718,3.184185080708377,30.00483690810894,0,0,2277,15891,5126,90351,9883,74.77,74.77,0,4,4,2277,15891,5126,90351,9883,0
11170550,구로4동,0,0,524509.5685509316,5.297603028933543,0.0,71.27866921702875,524509.5685509316,5.297603028933543,0.0,71.27866921702875,0,0,1481,10727,6445,6628,2347,72.3,72.3,0,3,3,1481,10727,6445,6628,2347,0
11170560,구로5동,0,0,1012489.653816002,17.179598253855083,7.775767244610258,44.38832907900433,1012489.653816002,17.179598253855083,7.775767244610258,44.38832907900433,0,0,2923,18850,7348,24272,4204,77.52,77.52,0,3,3,2923,18850,7348,24272,4204,0
11170610,고척1동,0,0,1151257.297165733,13.892138700026075,0.0001756733196299,35.15696128382887,1151257.297165733,13.892138700026075,0.0001756733196299,35.15696128382887,0,0,3506,16085,6793,10524,2934,82.52,82.52,0,2,2,3506,16085,6793,10524,2934,0
11170620,고척2동,0,0,1025588.6955039868,1.6044476613350571,8.98734159496366,53.60696995252505,1025588.6955039868,1.6044476613350571,8.98734159496366,53.60696995252505,0,0,3307,14473,8023,4489,1990,54.46,54.46,0,1,1,3307,14473,8023,4489,1990,0
11170640,개봉2동,0,0,782536.6278120531,0.0,6.024139239190035,62.67738158340074,782536.6278120531,0.0,6.024139239190035,62.67738158340074,0,0,3680,16319,9731,3818,1495,59.67,59.67,0,3,3,3680,16319,9731,3818,1495,0
11170650,개봉3동,0,0,828431.6825387753,0.0,0.0004821368901723,45.85385619480662,828431.6825387753,0.0,0.0004821368901723,45.85385619480662,0,0,2153,10904,6520,8404,1216,29.02,29.02,0,2,2,2153,10904,6520,8404,1216,0
11170670,오류1동,0,0,727426.365194894,7.214162979522515,0.0,51.155448367903745,727426.365194894,7.214162979522515,0.0,51.155448367903745,0,0,2052,14667,5937,5032,1707,59.88,59.88,0,1,1,2052,14667,5937,5032,1707,0
11170690,수궁동,0,0,2661396.053903932,0.5293860625970606,3.7908370294248295,23.634151662936905,2661396.053903932,0.5293860625970606,3.7908370294248295,23.634151662936905,0,0,2939,12713,7068,5938,1494,17.77,17.77,0,2,2,2939,12713,7068,5938,1494,0
11170700,가리봉동,0,0,411005.8069986949,0.0,0.0,82.63026059252738,411005.8069986949,0.0,0.0,82.63026059252738,0,0,401,5517,2848,3895,1056,4.38,4.38,0,3,3,401,5517,2848,3895,1056,0
11170710,구로2동,0,0,1703383.6930640044,14.89099902554434,6.4565531329552535,42.78608331423738,1703383.6930640044,14.89099902554434,6.4565531329552535,42.78608331423738,0,0,1786,12515,8138,29446,8862,26.29,26.29,0,5,5,1786,12515,8138,29446,8862,0
11170720,개봉1동,0,0,1320340.533352408,2.6657120955480074,0.1471007013769803,47.33808953508791,1320340.533352408,2.6657120955480074,0.1471007013769803,47.33808953508791,0,0,4130,19034,9967,5687,2226,54.92,54.92,0,3,3,4130,19034,9967,5687,2226,0
11170730,오류2동,0,0,3061068.0749830743,1.7873865679748733,2.8799885817451463,26.91379042861032,3061068.0749830743,1.7873865679748733,2.8799885817451463,26.91379042861032,0,0,6046,20649,10593,7863,2059,70.55,70.55,0,4,4,6046,20649,10593,7863,2059,0
11170740,항동,0,0,1446965.102774495,0.0,0.0,13.94305534232168,1446965.102774495,0.0,0.0,13.94305534232168,0,0,3939,9531,2865,3866,1123,88.11,88.11,0,2,2,3939,9531,2865,3866,1123,0
11180510,가산동,0,0,2512893.573405291,6.159608389129012,0.0,14.36638307717625,2512893.573405291,6.159608389129012,0.0,14.36638307717625,0,0,1187,19105,4403,183549,25031,50.3,50.3,0,4,4,1187,19105,4403,183549,25031,0
11180520,독산1동,0,0,2061954.428017948,7.577344151649504,8.33568683673591,18.34891060834495,2061954.428017948,7.577344151649504,8.33568683673591,18.34891060834495,0,0,5298,31385,9654,24359,5105,78.67,78.67,0,2,2,5298,31385,9654,24359,5105,0
11180530,독산2동,0,0,617183.7360351736,8.344719441362468,0.1962374312881075,63.465953877792835,617183.7360351736,8.344719441362468,0.1962374312881075,63.465953877792835,0,0,1697,10437,5682,3556,1343,4.67,4.67,0,0,0,1697,10437,5682,3556,1343,0
11180540,독산3동,0,0,935000.1938821484,12.948524224219634,0.0,51.97869872723879,935000.1938821484,12.948524224219634,0.0,51.97869872723879,0,0,1840,14330,7423,6229,2320,22.77,22.77,0,0,0,1840,14330,7423,6229,2320,0
11180550,독산4동,0,0,591055.0283972009,9.67231758108333,8.700219385501937,53.16839528929157,591055.0283972009,9.67231758108333,8.700219385501937,53.16839528929157,0,0,1273,8539,4719,2856,1220,10.86,10.86,0,0,0,1273,8539,4719,2856,1220,0
11180570,시흥1동,0,0,1523382.6598159892,13.92993313092325,0.1526266394748958,41.44185950474505,1523382.6598159892,13.92993313092325,0.1526266394748958,41.44185950474505,0,0,3415,19055,9650,15999,3850,47.54,47.54,0,1,1,3415,19055,9650,15999,3850,0
11180580,시흥2동,0,0,1308902.9094964885,0.0,1.8575755105383636,25.19096282767225,1308902.9094964885,0.0,1.8575755105383636,25.19096282767225,0,0,3157,10996,6417,2379,823,95.21,95.21,0,0,0,3157,10996,6417,2379,823,0
11180590,시흥3동,0,0,1261411.9901715547,13.628530595352414,3.3307595836609423,21.323340006608237,1261411.9901715547,13.628530595352414,3.3307595836609423,21.323340006608237,0,0,1026,5590,3615,8821,3463,11.65,11.65,0,1,1,1026,5590,3615,8821,3463,0
11180600,시흥4동,0,0,821722.6666660153,4.244640150041663,3.004792119299033,45.81953036438766,821722.6666660153,4.244640150041663,3.004792119299033,45.81953036438766,0,0,2039,10711,6646,1940,905,26.03,26.03,0,0,0,2039,10711,6646,1940,905,0
11180610,시흥5동,0,0,1386994.2152729786,2.2279777974864,0.0,31.359530664113628,1386994.2152729786,2.2279777974864,0.0,31.359530664113628,0,0,1879,9838,6475,3650,1259,25.48,25.48,0,0,0,1879,9838,6475,3650,1259,0
11190540,여의동,0,0,8437681.441971965,7.5089724968561296,17.750423658738118,6.258987414753199,8437681.441971965,7.5089724968561296,17.750423658738118,6.258987414753199,0,0,5270,19159,8921,185171,17285,100.0,100.0,0,12,12,5270,19159,8921,185171,17285,0
11190550,당산1동,0,0,745316.8817555531,32.73262929528223,6.69823582721108,40.13986595370246,745316.8817555531,32.73262929528223,6.69823582721108,40.13986595370246,0,0,1867,14205,4944,27681,5679,70.62,70.62,0,4,4,1867,14205,4944,27681,5679,0
11190560,당산2동,0,0,1581335.817405512,6.450009205976122,10.224391448055757,34.953556128528184,1581335.817405512,6.450009205976122,10.224391448055757,34.953556128528184,0,0,4696,24849,7142,28858,4050,84.1,84.1,0,6,6,4696,24849,7142,28858,4050,0
11190610,양평1동,0,0,974928.178597524,12.673710754713731,1.5336159559297802,26.427233995657605,974928.178597524,12.673710754713731,1.5336159559297802,26.427233995657605,0,0,2154,12583,3409,24405,2903,78.54,78.54,0,5,5,2154,12583,3409,24405,2903,0
11190620,양평2동,0,0,2874643.8452634625,11.055931812284072,16.512656822535618,11.165761647016549,2874643.8452634625,11.055931812284072,16.512656822535618,11.165761647016549,0,0,2860,15521,4152,22988,3153,63.08,63.08,0,6,6,2860,15521,4152,22988,3153,0
11190630,신길1동,0,0,722936.5076651262,9.435143683899746,1.99405781814769,58.39834730813149,722936.5076651262,9.435143683899746,1.99405781814769,58.39834730813149,0,0,1594,12561,5167,4321,1342,41.5,41.5,0,7,7,1594,12561,5167,4321,1342,0
11190650,신길3동,0,0,520091.8909809202,13.140741219997803,0.0,66.75328382701137,520091.8909809202,13.140741219997803,0.0,66.75328382701137,0,0,2044,9244,4710,2808,1155,67.08,67.08,0,1,1,2044,9244,4710,2808,1155,0
11190660,신길4동,0,0,322606.87568529934,4.451306175810337,0.004530105477015,77.24100143420168,322606.87568529934,4.451306175810337,0.004530105477015,77.24100143420168,0,0,1571,7011,3604,1371,545,71.63,71.63,0,1,1,1571,7011,3604,1371,545,0
11190670,신길5동,0,0,494660.8354668362,2.0627751821851272,7.542693644785678,70.70904172773015,494660.8354668362,2.0627751821851272,7.542693644785678,70.70904172773015,0,0,1380,5513,3051,1939,611,53.99,53.99,0,1,1,1380,5513,3051,1939,611,0
11190680,신길6동,0,0,618363.6414538965,6.201900076659041,0.0,69.8578081446213,618363.6414538965,6.201900076659041,0.0,69.8578081446213,0,0,2026,10840,4856,4565,1465,71.62,71.62,0,4,4,2026,10840,4856,4565,1465,0
11190690,신길7동,0,0,647180.4316647771,11.24064252994,11.556924554180824,50.59636071306252,647180.4316647771,11.24064252994,11.556924554180824,50.59636071306252,0,0,3668,12049,4085,3141,850,91.29,91.29,0,8,8,3668,12049,4085,3141,850,0
11190700,대림1동,0,0,498985.98638006113,7.345929526934282,0.0,75.78176232097161,498985.98638006113,7.345929526934282,0.0,75.78176232097161,0,0,1441,7767,4523,5072,1257,51.89,51.89,0,3,3,1441,7767,4523,5072,1257,0
11190710,대림2동,0,0,572548.8344834695,11.094057436569464,0.0,61.74979883924666,572548.8344834695,11.094057436569464,0.0,61.74979883924666,0,0,831,7002,3923,4649,1920,38.24,38.24,0,3,3,831,7002,3923,4649,1920,0
11190720,대림3동,0,0,921711.298189866,13.484739471471888,1.5995788995685983e-06,52.19565042779812,921711.298189866,13.484739471471888,1.5995788995685983e-06,52.19565042779812,0,0,2129,12431,6999,8768,2685,55.44,55.44,0,4,4,2129,12431,6999,8768,2685,0
11190730,영등포본동,0,0,846384.3645196548,2.7259860386490313,6.596794097406132,58.65861445230847,846384.3645196548,2.7259860386490313,6.596794097406132,58.65861445230847,1,1,2251,12350,6191,4961,1571,57.39,57.39,5,3,3,2251,12350,6191,4961,1571,5
11190740,영등포동,0,0,1372116.247718644,38.08455680614253,2.824366096737561,22.463374370174257,1372116.247718644,38.08455680614253,2.824366096737561,22.463374370174257,1,1,1911,23525,5121,45833,14591,69.31,69.31,5,6,6,1911,23525,5121,45833,14591,5
11190750,도림동,0,0,585894.1943435005,11.316820088692722,0.0,60.52589018152224,585894.1943435005,11.316820088692722,0.0,60.52589018152224,1,1,1606,11125,4848,3140,1422,39.72,39.72,5,3,3,1606,11125,4848,3140,1422,5
11190760,문래동,0,0,1786737.8583434294,18.049344919770206,11.12708308930902,22.697707032625956,1786737.8583434294,18.049344919770206,11.12708308930902,22.697707032625956,1,1,5831,19534,6749,50398,7117,96.02,96.02,5,7,7,5831,19534,6749,50398,7117,5
11200520,노량진2동,0,0,600578.2586440317,21.1475870586711,0.0,57.60691523004753,600578.2586440317,21.1475870586711,0.0,57.60691523004753,0,0,556,6460,3170,6801,1843,15.46,15.46,0,5,5,556,6460,3170,6801,1843,0
11200530,상도1동,0,0,1482881.137870706,3.150314323691799,0.6196621354429057,61.59293256552702,1482881.137870706,3.150314323691799,0.6196621354429057,61.59293256552702,0,0,5209,28371,10614,9253,2518,60.42,60.42,0,3,3,5209,28371,10614,9253,2518,0
11200540,상도2동,0,0,778668.5661219177,9.857419960481312,0.0,78.62640813270333,778668.5661219177,9.857419960481312,0.0,78.62640813270333,0,0,4169,16985,6339,5159,1649,75.82,75.82,0,2,2,4169,16985,6339,5159,1649,0
11200550,상도3동,0,0,637209.8714662027,6.10522764214668,0.0,74.8053064051357,637209.8714662027,6.10522764214668,0.0,74.8053064051357,0,0,2285,14928,6717,3441,1368,12.88,12.88,0,3,3,2285,14928,6717,3441,1368,0
11200560,상도4동,0,0,939577.660193645,1.9848002808325689,0.0,72.26918003587566,939577.660193645,1.9848002808325689,0.0,72.26918003587566,0,0,2929,16992,7767,3282,1362,15.94,15.94,0,4,4,2929,16992,7767,3282,1362,0
11200630,사당1동,0,0,635182.6549302198,3.3615892427583884,0.0,75.8741561655731,635182.6549302198,3.3615892427583884,0.0,75.8741561655731,0,0,1391,15547,5581,10847,2455,11.39,11.39,0,6,6,1391,15547,5581,10847,2455,0
11200650,사당3동,0,0,907699.1400302476,3.200664433027437,0.0,49.99420067887841,907699.1400302476,3.200664433027437,0.0,49.99420067887841,0,0,3300,13717,6678,4734,1304,68.73,68.73,0,4,4,3300,13717,6678,4734,1304,0
11200660,사당4동,0,0,436154.8714182475,0.0,0.0,67.91476227660547,436154.8714182475,0.0,0.0,67.91476227660547,0,0,1228,8616,3980,1880,871,23.35,23.35,0,2,2,1228,8616,3980,1880,871,0
11200670,사당5동,0,0,682209.6161497799,0.0,0.0,38.998551879446666,682209.6161497799,0.0,0.0,38.998551879446666,0,0,1743,8829,3577,1930,797,59.49,59.49,0,2,2,1743,8829,3577,1930,797,0
11200680,대방동,0,0,1544928.377728226,10.276482272107474,6.68694522602494,42.09688407926818,1544928.377728226,10.276482272107474,6.68694522602494,42.09688407926818,0,0,5174,22343,8121,12000,2222,61.08,61.08,0,10,10,5174,22343,8121,12000,2222,0
11200690,신대방1동,0,0,675291.6992149056,6.879886277887397,2.4359762049609923,57.01528883445254,675291.6992149056,6.879886277887397,2.4359762049609923,57.01528883445254,0,0,3512,13914,5871,4189,1347,71.82,71.82,0,4,4,3512,13914,5871,4189,1347,0
11200700,신대방2동,0,0,977393.3092370136,13.6331843945677,38.582542267888854,32.56890785486975,977393.3092370136,13.6331843945677,38.582542267888854,32.56890785486975,0,0,3211,13934,4878,17213,1749,62.53,62.53,0,7,7,3211,13934,4878,17213,1749,0
11200710,흑석동,0,0,1708333.586888482,0.0,2.0136334269851375,53.95953783174144,1708333.586888482,0.0,2.0136334269851375,53.95953783174144,0,0,4509,18182,7270,10586,1696,83.46,83.46,0,3,3,4509,18182,7270,10586,1696,0
11200720,노량진1동,0,0,1613472.1214905106,9.759692679198734,3.5630082282979543,43.74974223754108,1613472.1214905106,9.759692679198734,3.5630082282979543,43.74974223754108,0,0,3389,20147,8486,7175,2169,78.08,78.08,0,6,6,3389,20147,8486,7175,2169,0
11200730,사당2동,0,0,2763246.319930862,1.9519260055507688,1.890920931410207,20.14301311668339,2763246.319930862,1.9519260055507688,1.890920931410207,20.14301311668339,0,0,3460,16558,8132,6229,2118,78.39,78.39,0,6,6,3460,16558,8132,6229,2118,0
11210520,보라매동,0,0,749893.1701908559,6.635878263745831,0.0,64.30392173158363,749893.1701908559,6.635878263745831,0.0,64.30392173158363,0,0,2229,15014,6585,7212,1827,22.46,22.46,0,5,5,2229,15014,6585,7212,1827,0
11210540,청림동,0,0,297159.8212044256,0.0,0.0,62.31035770378851,297159.8212044256,0.0,0.0,62.31035770378851,0,0,2129,8570,4025,1493,695,82.79,82.79,0,0,0,2129,8570,4025,1493,695,0
11210570,행운동,0,0,718246.4274779836,3.066670902540365,0.0,68.281991563881,718246.4274779836,3.066670902540365,0.0,68.281991563881,0,0,2080,20486,6299,6632,1960,49.39,49.39,0,2,2,2080,20486,6299,6632,1960,0
11210580,낙성대동,0,0,2262854.666174596,2.053242147828378,2.4558825045510044,13.967265577328003,2262854.666174596,2.053242147828378,2.4558825045510044,13.967265577328003,0,0,1294,13159,2825,8617,1832,42.69,42.69,0,2,2,1294,13159,2825,8617,1832,0
11210610,중앙동,0,0,384734.5044859808,11.14717555453604,0.0,65.24298145167941,384734.5044859808,11.14717555453604,0.0,65.24298145167941,0,0,859,10978,3344,5124,1576,28.15,28.15,0,2,2,859,10978,3344,5124,1576,0
11210620,인헌동,0,0,1089095.3988644893,1.3317957513294538,0.0,40.32895090314019,1089095.3988644893,1.3317957513294538,0.0,40.32895090314019,0,0,2134,17464,5856,4469,1449,18.72,18.72,0,1,1,2134,17464,5856,4469,1449,0
11210630,남현동,0,0,3281077.0891743945,1.042475126928673,1.4994756247378205,13.447124801165558,3281077.0891743945,1.042475126928673,1.4994756247378205,13.447124801165558,0,0,1420,11976,4291,6669,1453,39.88,39.88,0,3,3,1420,11976,4291,6669,1453,0
11210640,서원동,0,0,647542.904671958,11.55466165749734,0.0,61.5724018752713,647542.904671958,11.55466165749734,0.0,61.5724018752713,0,0,1249,16816,4859,8251,1794,18.81,18.81,0,5,5,1249,16816,4859,8251,1794,0
11210650,신원동,0,0,544985.8931349382,2.9430006539310476,0.0,65.32086943703791,544985.8931349382,2.9430006539310476,0.0,65.32086943703791,0,0,1079,11945,4544,2624,1110,17.11,17.11,0,4,4,1079,11945,4544,2624,1110,0
11210660,서림동,0,0,941267.0889877628,3.27234137554688,0.0,47.53099490278186,941267.0889877628,3.27234137554688,0.0,47.53099490278186,0,0,1538,16476,5335,2893,1233,33.58,33.58,0,3,3,1538,16476,5335,2893,1233,0
11210680,신사동,0,0,641041.842988776,9.633307018164494,0.0177993071079064,63.63849039057534,641041.842988776,9.633307018164494,0.0177993071079064,63.63849039057534,0,0,1440,15640,5205,4368,1787,6.57,6.57,0,3,3,1440,15640,5205,4368,1787,0
11210690,신림동,0,0,541248.6290235299,23.402028052896775,3.107923738707469,47.841487213956405,541248.6290235299,23.402028052896775,3.107923738707469,47.841487213956405,0,0,685,19377,2778,5851,2181,30.52,30.52,0,5,5,685,19377,2778,5851,2181,0
11210710,난향동,0,0,821409.8935243171,2.0836502889235757,0.0,36.13665669493642,821409.8935243171,2.0836502889235757,0.0,36.13665669493642,0,0,2213,8387,4130,1917,617,78.61,78.61,0,0,0,2213,8387,4130,1917,617,0
11210720,조원동,0,0,666617.4717171628,16.336219131715975,2.9752047225688725,51.13428929816537,666617.4717171628,16.336219131715975,2.9752047225688725,51.13428929816537,0,0,1502,13678,4463,6434,2053,44.74,44.74,0,2,2,1502,13678,4463,6434,2053,0
11210730,대학동,0,0,8405319.648705227,0.3626554211777201,0.2797376915180213,5.835557931471934,8405319.648705227,0.3626554211777201,0.2797376915180213,5.835557931471934,0,0,1463,18122,4696,16255,2076,49.59,49.59,0,2,2,1463,18122,4696,16255,2076,0
11210780,은천동,0,0,776224.673639559,11.353350834991891,0.0,66.33352569286734,776224.673639559,11.353350834991891,0.0,66.33352569286734,0,0,4078,19660,8657,7517,2181,56.91,56.91,0,3,3,4078,19660,8657,7517,2181,0
11210790,성현동,0,0,678233.6594675132,0.0,4.988553767967648,73.2255755977357,678233.6594675132,0.0,4.988553767967648,73.2255755977357,0,0,4165,16281,7821,2976,1180,82.98,82.98,0,1,1,4165,16281,7821,2976,1180,0
11210800,청룡동,0,0,1195623.7918733344,12.051003627148654,1.8958259491041,42.82294765564802,1195623.7918733344,12.051003627148654,1.8958259491041,42.82294765564802,0,0,2502,26674,6607,12886,2594,55.0,55.0,0,6,6,2502,26674,6607,12886,2594,0
11210810,난곡동,0,0,972388.6435223812,2.343655939367352,0.0,53.339548566277614,972388.6435223812,2.343655939367352,0.0,53.339548566277614,0,0,2434,14759,8141,2790,1181,11.66,11.66,0,0,0,2434,14759,8141,2790,1181,0
11210820,삼성동,0,0,2604428.7897035293,0.674051987561247,0.4766885313029876,23.69457439906774,2604428.7897035293,0.674051987561247,0.4766885313029876,23.69457439906774,0,0,1728,10478,7776,2516,1014,67.27,67.27,0,2,2,1728,10478,7776,2516,1014,0
11210830,미성동,0,0,1359451.701393907,5.382577264603175,0.749361381471236,43.110251192418666,1359451.701393907,5.382577264603175,0.749361381471236,43.110251192418666,0,0,3338,17390,8830,5347,1848,41.47,41.47,0,0,0,3338,17390,8830,5347,1848,0
11220510,서초1동,0,0,1382707.5141713049,13.675732265281818,7.433381317607826,41.65793062137417,1382707.5141713049,13.675732265281818,7.433381317607826,41.65793062137417,0,0,2982,12668,4515,38516,5279,67.21,67.21,0,3,3,2982,12668,4515,38516,5279,0
11220520,서초2동,0,0,1230944.4123687933,21.603454057800043,8.310230213912842,33.03917380536765,1230944.4123687933,21.603454057800043,8.310230213912842,33.03917380536765,0,0,4295,15981,4404,76349,8269,92.47,92.47,0,4,4,4295,15981,4404,76349,8269,0
11220530,서초3동,0,0,2998620.4399686917,19.519984953876605,22.63318290524017,20.637829671397743,2998620.4399686917,19.519984953876605,22.63318290524017,20.637829671397743,0,0,4237,20577,7202,93255,11147,63.11,63.11,0,5,5,4237,20577,7202,93255,11147,0
11220540,서초4동,0,0,879787.4817313282,21.338906303890116,0.6307062063533818,53.430205015280066,879787.4817313282,21.338906303890116,0.6307062063533818,53.430205015280066,0,0,6586,17588,6110,29297,4180,99.14,99.14,0,7,7,6586,17588,6110,29297,4180,0
11220550,잠원동,0,0,1756895.3444830882,3.363707529684829,9.21112508993456,42.59811551889089,1756895.3444830882,3.363707529684829,9.21112508993456,42.59811551889089,0,0,5122,16422,5268,17138,3235,88.25,88.25,0,7,7,5122,16422,5268,17138,3235,0
11220560,반포본동,0,0,972551.610144596,1.6363336129418349,12.836403958812948,42.57758765663357,972551.610144596,1.6363336129418349,12.836403958812948,42.57758765663357,0,0,44,137,49,949,229,100.0,100.0,0,4,4,44,137,49,949,229,0
11220570,반포1동,0,0,992383.801911496,5.215046063862937,0.0,65.66432927427547,992383.801911496,5.215046063862937,0.0,65.66432927427547,0,0,6966,20891,5951,11439,2510,72.77,72.77,0,9,9,6966,20891,5951,11439,2510,0
11220580,반포2동,0,0,1396053.8718681936,2.102867660881672,9.166835558091424,29.1632646159878,1396053.8718681936,2.102867660881672,9.166835558091424,29.1632646159878,0,0,5942,12842,4521,2617,569,100.0,100.0,0,5,5,5942,12842,4521,2617,569,0
11220590,반포3동,0,0,1251728.5827657883,5.501674752586074,12.183284514788811,33.1788550832174,1251728.5827657883,5.501674752586074,12.183284514788811,33.1788550832174,0,0,5158,13886,4728,7367,1410,99.91,99.91,0,6,6,5158,13886,4728,7367,1410,0
11220600,반포4동,0,0,1427164.0110060154,20.127028297715984,23.738010979475035,35.547108152056765,1427164.0110060154,20.127028297715984,23.738010979475035,35.547108152056765,0,0,3522,10729,4222,28826,4063,61.9,61.9,0,8,8,3522,10729,4222,28826,4063,0
11220610,방배본동,0,0,677520.9856747629,7.2829756853745025,0.087430118966449,67.67846578317214,677520.9856747629,7.2829756853745025,0.087430118966449,67.67846578317214,0,0,3931,11863,4620,9270,2240,60.21,60.21,0,3,3,3931,11863,4620,9270,2240,0
11220620,방배1동,0,0,689255.663967906,7.448655765069061,14.93119180820526,58.183079513187266,689255.663967906,7.448655765069061,14.93119180820526,58.183079513187266,0,0,2232,10050,4230,23145,2676,35.19,35.19,0,2,2,2232,10050,4230,23145,2676,0
11220630,방배2동,0,0,1904061.322949754,2.6675555791088543,4.899500194376576,37.44095939577283,1904061.322949754,2.6675555791088543,4.899500194376576,37.44095939577283,0,0,2442,10560,5047,16664,2634,41.25,41.25,0,8,8,2442,10560,5047,16664,2634,0
11220640,방배3동,0,0,2375171.9988673576,3.096019333719791,1.1338899293544515,25.62992810551267,2375171.9988673576,3.096019333719791,1.1338899293544515,25.62992810551267,0,0,2689,8847,4346,12585,1906,83.33,83.33,0,3,3,2689,8847,4346,12585,1906,0
11220650,방배4동,0,0,949542.2496726236,4.878005050956733,11.0073570727048,62.43694597597561,949542.2496726236,4.878005050956733,11.0073570727048,62.43694597597561,0,0,3885,13756,5141,13760,3228,47.9,47.9,0,4,4,3885,13756,5141,13760,3228,0
11220660,양재1동,0,0,5765451.0973090995,3.898134115659419,2.926937551535184,11.766835285556798,5765451.0973090995,3.898134115659419,2.926937551535184,11.766835285556798,0,0,7160,24082,10746,49549,5382,74.04,74.04,0,4,4,7160,24082,10746,49549,5382,0
11220670,양재2동,0,0,7562389.876505507,10.956356495451924,6.650295171286265,4.941374685305841,7562389.876505507,10.956356495451924,6.650295171286265,4.941374685305841,0,0,2440,14082,4774,51197,7134,12.42,12.42,0,2,2,2440,14082,4774,51197,7134,0
11220680,내곡동,0,0,12709085.00540035,1.522291996770738,4.554224986672514,4.815453015535693,12709085.00540035,1.522291996770738,4.554224986672514,4.815453015535693,0,0,2991,9352,4853,10233,1325,87.19,87.19,0,1,1,2991,9352,4853,10233,1325,0
11230510,신사동,0,0,2059267.8580080527,6.397837507522926,10.337965366415949,28.891742367867874,2059267.8580080527,6.397837507522926,10.337965366415949,28.891742367867874,0,0,2347,8997,4098,27934,5847,76.84,76.84,0,4,4,2347,8997,4098,27934,5847,0
11230520,논현1동,0,0,1258764.6507890488,11.128107085957986,0.0,63.40289278855378,1258764.6507890488,11.128107085957986,0.0,63.40289278855378,0,0,1369,15495,4176,49670,8020,31.87,31.87,0,8,8,1369,15495,4176,49670,8020,0
11230530,논현2동,0,0,1458547.669432969,24.727162759802766,4.743987759199902,47.9832707368464,1458547.669432969,24.727162759802766,4.743987759199902,47.9832707368464,0,0,2080,13911,4416,68183,8291,51.1,51.1,0,7,7,2080,13911,4416,68183,8291,0
11230580,삼성1동,0,0,1944660.0929147715,12.409589296825915,23.752878159289725,20.1674107870534,1944660.0929147715,12.409589296825915,23.752878159289725,20.1674107870534,0,0,1776,7241,3133,71426,7462,70.17,70.17,0,6,6,1776,7241,3133,71426,7462,0
11230590,삼성2동,0,0,1242291.612116843,15.318721401147394,21.992186257657917,44.08433760707669,1242291.612116843,15.318721401147394,21.992186257657917,44.08433760707669,0,0,5524,19649,5420,48075,5954,72.92,72.92,0,8,8,5524,19649,5420,48075,5954,0
11230600,대치1동,0,0,809835.9157511075,9.690681226110309,4.804830372818572,47.27677794895753,809835.9157511075,9.690681226110309,4.804830372818572,47.27677794895753,0,0,6873,13070,3946,7798,1377,99.19,99.19,0,6,6,6873,13070,3946,7798,1377,0
11230630,대치4동,0,0,701092.7189487013,31.83473949068325,0.0,46.96055879598504,701092.7189487013,31.83473949068325,0.0,46.96055879598504,0,0,2807,12811,3020,32608,5484,31.33,31.33,0,3,3,2807,12811,3020,32608,5484,0
11230640,역삼1동,0,0,2362171.475435159,32.99469621936802,4.24778787837648,40.37536824985603,2362171.475435159,32.99469621936802,4.24778787837648,40.37536824985603,0,0,2143,26570,5418,171515,19243,29.24,29.24,0,10,10,2143,26570,5418,171515,19243,0
11230650,역삼2동,0,0,1135047.6533913848,22.173759308520044,1.7595484727294466,51.57735969946341,1135047.6533913848,22.173759308520044,1.7595484727294466,51.57735969946341,0,0,7985,23169,5244,42557,5600,76.7,76.7,0,4,4,7985,23169,5244,42557,5600,0
11230660,도곡1동,0,0,1050626.2764697203,9.245213581681847,34.533097854927384,30.677079598959317,1050626.2764697203,9.245213581681847,34.533097854927384,30.677079598959317,0,0,3805,12242,4519,19183,2286,86.7,86.7,0,3,3,3805,12242,4519,19183,2286,0
11230670,도곡2동,0,0,990779.0022442362,8.54962049092855,8.441096588411149,43.37118353000261,990779.0022442362,8.54962049092855,8.441096588411149,43.37118353000261,0,0,7205,18218,7226,21716,2793,95.26,95.26,0,5,5,7205,18218,7226,21716,2793,0
