철도역명,구분,노선_열차종류,행정동코드_500m,행정동명_500m,행정동코드_1000m,행정동명_1000m,행정동코드명_500m,행정동코드명_1000m,대표ID
상록수역,지하철,4호선,"[4127151000, 4127151500, 4127156000]","[경기도 안산시상록구 본오3동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000, 4127151500, 4127152000, 4127154000, 4127155000, 4127156000]","[경기도 안산시상록구 본오1동, 경기도 안산시상록구 본오2동, 경기도 안산시상록구 본오3동, 경기도 안산시상록구 사1동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127156000:경기도 안산시상록구 본오3동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127152000:경기도 안산시상록구 사1동, 4127154000:경기도 안산시상록구 본오1동, 4127155000:경기도 안산시상록구 본오2동, 4127156000:경기도 안산시상록구 본오3동]",ST000532
상록수역,지하철,안산과천선,"[4127151000, 4127151500, 4127156000]","[경기도 안산시상록구 본오3동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000, 4127151500, 4127152000, 4127154000, 4127155000, 4127156000]","[경기도 안산시상록구 본오1동, 경기도 안산시상록구 본오2동, 경기도 안산시상록구 본오3동, 경기도 안산시상록구 사1동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127156000:경기도 안산시상록구 본오3동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127152000:경기도 안산시상록구 사1동, 4127154000:경기도 안산시상록구 본오1동, 4127155000:경기도 안산시상록구 본오2동, 4127156000:경기도 안산시상록구 본오3동]",ST000532
상록수역,지하철,안산선,"[4127151000, 4127151500, 4127156000]","[경기도 안산시상록구 본오3동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000, 4127151500, 4127152000, 4127154000, 4127155000, 4127156000]","[경기도 안산시상록구 본오1동, 경기도 안산시상록구 본오2동, 경기도 안산시상록구 본오3동, 경기도 안산시상록구 사1동, 경기도 안산시상록구 이동, 경기도 안산시상록구 일동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127156000:경기도 안산시상록구 본오3동]","[4127151000:경기도 안산시상록구 일동, 4127151500:경기도 안산시상록구 이동, 4127152000:경기도 안산시상록구 사1동, 4127154000:경기도 안산시상록구 본오1동, 4127155000:경기도 안산시상록구 본오2동, 4127156000:경기도 안산시상록구 본오3동]",ST000532
상봉역,준고속철도,KTX-이음,"[1126052000, 1126056500, 1126058000, 1126059000, 1126060000, 1126061000]","[서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000, 1126055000, 1126056500, 1126057500, 1126058000, 1126059000, 1126060000, 1126061000, 1126065500, 1126066000, 1126068000]","[서울특별시 중랑구 망우3동, 서울특별시 중랑구 망우본동, 서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 신내1동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126056500:서울특별시 중랑구 면목본동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057500:서울특별시 중랑구 면목3·8동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동, 1126065500:서울특별시 중랑구 망우본동, 1126066000:서울특별시 중랑구 망우3동, 1126068000:서울특별시 중랑구 신내1동]",ST000284
상봉역,지하철,7호선,"[1126052000, 1126056500, 1126058000, 1126059000, 1126060000, 1126061000]","[서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000, 1126055000, 1126056500, 1126057500, 1126058000, 1126059000, 1126060000, 1126061000, 1126065500, 1126066000, 1126068000]","[서울특별시 중랑구 망우3동, 서울특별시 중랑구 망우본동, 서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 신내1동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126056500:서울특별시 중랑구 면목본동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057500:서울특별시 중랑구 면목3·8동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동, 1126065500:서울특별시 중랑구 망우본동, 1126066000:서울특별시 중랑구 망우3동, 1126068000:서울특별시 중랑구 신내1동]",ST000284
상봉역,지하철,경의중앙선,"[1126052000, 1126056500, 1126058000, 1126059000, 1126060000, 1126061000]","[서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000, 1126055000, 1126056500, 1126057500, 1126058000, 1126059000, 1126060000, 1126061000, 1126065500, 1126066000, 1126068000]","[서울특별시 중랑구 망우3동, 서울특별시 중랑구 망우본동, 서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 신내1동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126056500:서울특별시 중랑구 면목본동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057500:서울특별시 중랑구 면목3·8동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동, 1126065500:서울특별시 중랑구 망우본동, 1126066000:서울특별시 중랑구 망우3동, 1126068000:서울특별시 중랑구 신내1동]",ST000284
상봉역,지하철,경춘선,"[1126052000, 1126056500, 1126058000, 1126059000, 1126060000, 1126061000]","[서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000, 1126055000, 1126056500, 1126057500, 1126058000, 1126059000, 1126060000, 1126061000, 1126065500, 1126066000, 1126068000]","[서울특별시 중랑구 망우3동, 서울특별시 중랑구 망우본동, 서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목본동, 서울특별시 중랑구 상봉1동, 서울특별시 중랑구 상봉2동, 서울특별시 중랑구 신내1동, 서울특별시 중랑구 중화1동, 서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126056500:서울특별시 중랑구 면목본동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동]","[1126052000:서울특별시 중랑구 면목2동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057500:서울특별시 중랑구 면목3·8동, 1126058000:서울특별시 중랑구 상봉1동, 1126059000:서울특별시 중랑구 상봉2동, 1126060000:서울특별시 중랑구 중화1동, 1126061000:서울특별시 중랑구 중화2동, 1126065500:서울특별시 중랑구 망우본동, 1126066000:서울특별시 중랑구 망우3동, 1126068000:서울특별시 중랑구 신내1동]",ST000284
상수역,지하철,6호선,"[1144065500, 1144066000, 1144068000]","[서울특별시 마포구 서강동, 서울특별시 마포구 서교동, 서울특별시 마포구 합정동]","[1144063000, 1144065500, 1144066000, 1144068000]","[서울특별시 마포구 서강동, 서울특별시 마포구 서교동, 서울특별시 마포구 신수동, 서울특별시 마포구 합정동]","[1144065500:서울특별시 마포구 서강동, 1144066000:서울특별시 마포구 서교동, 1144068000:서울특별시 마포구 합정동]","[1144063000:서울특별시 마포구 신수동, 1144065500:서울특별시 마포구 서강동, 1144066000:서울특별시 마포구 서교동, 1144068000:서울특별시 마포구 합정동]",ST000255
상왕십리역,지하철,2호선,"[1114065000, 1114067000, 1120052000, 1120053500, 1120056000, 1120057000]","[서울특별시 성동구 왕십리2동, 서울특별시 성동구 왕십리도선동, 서울특별시 성동구 행당1동, 서울특별시 성동구 행당2동, 서울특별시 중구 신당5동, 서울특별시 중구 황학동]","[1111071000, 1114061500, 1114065000, 1114066500, 1114067000, 1120052000, 1120053500, 1120054000, 1120055000, 1120056000, 1120057000, 1120059000, 1123053600]","[서울특별시 동대문구 용신동, 서울특별시 성동구 금호1가동, 서울특별시 성동구 마장동, 서울특별시 성동구 사근동, 서울특별시 성동구 왕십리2동, 서울특별시 성동구 왕십리도선동, 서울특별시 성동구 행당1동, 서울특별시 성동구 행당2동, 서울특별시 종로구 숭인2동, 서울특별시 중구 동화동, 서울특별시 중구 신당5동, 서울특별시 중구 신당동, 서울특별시 중구 황학동]","[1114065000:서울특별시 중구 신당5동, 1114067000:서울특별시 중구 황학동, 1120052000:서울특별시 성동구 왕십리2동, 1120053500:서울특별시 성동구 왕십리도선동, 1120056000:서울특별시 성동구 행당1동, 1120057000:서울특별시 성동구 행당2동]","[1111071000:서울특별시 종로구 숭인2동, 1114061500:서울특별시 중구 신당동, 1114065000:서울특별시 중구 신당5동, 1114066500:서울특별시 중구 동화동, 1114067000:서울특별시 중구 황학동, 1120052000:서울특별시 성동구 왕십리2동, 1120053500:서울특별시 성동구 왕십리도선동, 1120054000:서울특별시 성동구 마장동, 1120055000:서울특별시 성동구 사근동, 1120056000:서울특별시 성동구 행당1동, 1120057000:서울특별시 성동구 행당2동, 1120059000:서울특별시 성동구 금호1가동, 1123053600:서울특별시 동대문구 용신동]",ST000108
상월곡역,지하철,6호선,"[1129072500, 1129077000, 1129081000]","[서울특별시 성북구 석관동, 서울특별시 성북구 월곡2동, 서울특별시 성북구 장위2동]","[1123071000, 1123074000, 1129070500, 1129071500, 1129072500, 1129076000, 1129077000, 1129081000]","[서울특별시 동대문구 이문1동, 서울특별시 동대문구 회기동, 서울특별시 성북구 석관동, 서울특별시 성북구 월곡1동, 서울특별시 성북구 월곡2동, 서울특별시 성북구 장위1동, 서울특별시 성북구 장위2동, 서울특별시 성북구 종암동]","[1129072500:서울특별시 성북구 월곡2동, 1129077000:서울특별시 성북구 장위2동, 1129081000:서울특별시 성북구 석관동]","[1123071000:서울특별시 동대문구 회기동, 1123074000:서울특별시 동대문구 이문1동, 1129070500:서울특별시 성북구 종암동, 1129071500:서울특별시 성북구 월곡1동, 1129072500:서울특별시 성북구 월곡2동, 1129076000:서울특별시 성북구 장위1동, 1129077000:서울특별시 성북구 장위2동, 1129081000:서울특별시 성북구 석관동]",ST000267
상일동역,지하철,5호선,"[1174051500, 1174052000, 1174056000]","[서울특별시 강동구 강일동, 서울특별시 강동구 고덕2동, 서울특별시 강동구 상일동]","[1174051500, 1174052000, 1174054000, 1174055000, 1174056000]","[서울특별시 강동구 강일동, 서울특별시 강동구 고덕1동, 서울특별시 강동구 고덕2동, 서울특별시 강동구 명일2동, 서울특별시 강동구 상일동]","[1174051500:서울특별시 강동구 강일동, 1174052000:서울특별시 강동구 상일동, 1174056000:서울특별시 강동구 고덕2동]","[1174051500:서울특별시 강동구 강일동, 1174052000:서울특별시 강동구 상일동, 1174054000:서울특별시 강동구 명일2동, 1174055000:서울특별시 강동구 고덕1동, 1174056000:서울특별시 강동구 고덕2동]",ST000233
